1;1;1;-;-;-;285874986;-
1;1;2;-;-;-;250783979;-
1;1;3;-;-;-;252342841;-
1;1;4;-;-;-;237194245;-
1;1;5;-;-;-;211252052;-
1;2;6;-;-;-;241913870;-
1;2;7;-;-;-;210915734;-
1;2;8;-;-;-;313316139;-
1;2;9;-;-;-;309761374;-
1;3;10;-;-;-;314614039;-
1;3;11;-;-;-;464076848;-
1;3;12;-;-;-;399232510;-
1;4;13;-;-;-;228745347;-
1;4;14;-;-;-;228534267;-
1;4;15;-;-;-;254158828;-
1;4;16;-;-;-;166302815;-
1;5;17;-;-;-;263112281;-
1;5;18;-;-;-;241847803;-
1;5;19;-;-;-;199595104;-
1;5;20;-;-;-;273363532;-
1;5;21;-;-;-;215493161;-
1;6;22;-;-;-;286251403;-
1;6;23;-;-;-;395873865;-
1;6;24;-;-;-;274733064;-
1;6;25;-;-;-;236694684;-
1;7;26;-;-;-;417545264;-
1;7;27;-;-;-;323344552;-
1;7;28;-;-;-;440434398;-
1;8;29;-;-;-;368120178;-
1;8;30;-;-;-;221460798;-
1;8;31;-;-;-;302350930;-
1;8;32;-;-;-;333593403;-
1;9;33;-;-;-;217027784;-
1;9;34;-;-;-;320941367;-
1;9;35;-;-;-;270355051;-
1;9;36;-;-;-;189521640;-
1;10;37;-;-;-;182092632;-
1;10;38;-;-;-;301362522;-
1;10;39;-;-;-;200321822;-
1;10;40;-;-;-;330239725;-
1;11;41;-;-;-;320920169;-
1;11;42;-;-;-;293840381;-
1;11;43;-;-;-;219756607;-
1;12;44;-;-;-;212602470;-
1;12;45;-;-;-;208527332;-
1;12;46;-;-;-;173703332;-
1;12;47;-;-;-;319113340;-
1;12;48;-;-;-;197218119;-
1;12;49;-;-;-;192312028;-
1;13;50;-;-;-;269837981;-
1;13;51;-;-;-;337259780;-
1;13;52;-;-;-;235108603;-
1;13;53;-;-;-;310027104;-
1;14;54;-;-;-;436562106;-
1;14;55;-;-;-;450390496;-
1;14;56;-;-;-;417005511;-
1;15;57;-;-;-;219087477;-
1;15;58;-;-;-;181634893;-
1;15;59;-;-;-;238485436;-
1;15;60;-;-;-;193431130;-
1;15;61;-;-;-;240212363;-
1;16;62;-;-;-;229725982;-
1;16;63;-;-;-;165809766;-
1;16;64;-;-;-;223695058;-
1;16;65;-;-;-;225443789;-
1;17;66;-;-;-;241756093;-
1;17;67;-;-;-;403877508;-
1;17;68;-;-;-;293941789;-
1;17;69;-;-;-;321187004;-
1;18;70;-;-;-;206802902;-
1;18;71;-;-;-;150055749;-
1;18;72;-;-;-;185338694;-
1;18;73;-;-;-;158078744;-
1;18;74;-;-;-;198553946;-
1;19;75;-;-;-;180628187;-
1;19;76;-;-;-;196430154;-
1;19;77;-;-;-;154844046;-
1;19;78;-;-;-;181549413;-
1;19;79;-;-;-;215987500;-
1;19;80;-;-;-;242025422;-
1;20;81;-;-;-;371704178;-
1;20;82;-;-;-;410541069;-
1;20;83;-;-;-;520897906;-
1;21;84;-;-;-;358027744;-
1;21;85;-;-;-;342419577;-
1;21;86;-;-;-;355881891;-
2;22;87;-;-;-;175749373;-
2;22;88;-;-;-;231744291;-
2;22;89;-;-;-;246139268;-
2;22;90;-;-;-;194124987;-
2;23;91;-;-;-;124038558;-
2;23;92;-;-;-;163876800;-
2;23;93;-;-;-;175562839;-
2;23;94;-;-;-;187377259;-
2;23;95;-;-;-;120603822;-
2;23;96;-;-;-;131723331;-
2;24;97;-;-;-;115647764;-
2;24;98;-;-;-;143948794;-
2;24;99;-;-;-;158750372;-
2;24;100;-;-;-;142866907;-
2;24;101;-;-;-;111625365;-
2;25;102;-;-;-;164981952;-
2;25;103;-;-;-;227875418;-
2;25;104;-;-;-;130618161;-
2;25;105;-;-;-;148308223;-
2;25;106;-;-;-;177986092;-
2;26;107;-;-;-;274953638;-
2;26;108;-;-;-;172974336;-
2;26;109;-;-;-;226181853;-
2;26;110;-;-;-;181630246;-
2;27;111;-;-;-;252099741;-
2;27;112;-;-;-;180859857;-
2;27;113;-;-;-;166484460;-
2;27;114;-;-;-;185684288;-
2;28;115;-;-;-;146902829;-
2;28;116;-;-;-;196455961;-
2;28;117;-;-;-;149692650;-
2;28;118;-;-;-;211112463;-
2;28;119;-;-;-;133968005;-
2;29;120;-;-;-;153180498;-
2;29;121;-;-;-;145019218;-
2;29;122;-;-;-;126279188;-
2;29;123;-;-;-;140460572;-
2;29;124;-;-;-;128926072;-
2;30;125;-;-;-;221187273;-
2;30;126;-;-;-;237827561;-
2;30;127;-;-;-;175632404;-
2;30;128;-;-;-;150213270;-
2;31;129;-;-;-;134989187;-
2;31;130;-;-;-;97575362;-
2;31;131;-;-;-;152975454;-
2;31;132;-;-;-;139686672;-
2;31;133;-;-;-;165119234;-
2;31;134;-;-;-;144796905;-
2;32;135;-;-;-;168331583;-
2;32;136;-;-;-;143878477;-
2;32;137;-;-;-;178121218;-
2;32;138;-;-;-;142343148;-
2;33;139;-;-;-;251865809;-
2;33;140;-;-;-;155297347;-
2;33;141;-;-;-;288197695;-
2;34;142;-;-;-;114167989;-
2;34;143;-;-;-;112545355;-
2;34;144;-;-;-;128123458;-
2;34;145;-;-;-;178161707;-
2;34;146;-;-;-;156555138;-
2;35;147;-;-;-;162292450;-
2;35;148;-;-;-;218216368;-
2;35;149;-;-;-;218239214;-
2;35;150;-;-;-;224848388;-
2;36;151;-;-;-;226108934;-
2;36;152;-;-;-;220962213;-
2;36;153;-;-;-;145931899;-
2;37;154;-;-;-;243441966;-
2;37;155;-;-;-;242927860;-
2;37;156;-;-;-;203810662;-
2;38;157;-;-;-;137359714;-
2;38;158;-;-;-;225402808;-
2;38;159;-;-;-;180792923;-
2;39;160;-;-;-;166445876;-
2;39;161;-;-;-;122865612;-
